,APPLICATION_TYPE,Year,STATUS,ADDRESS,Postcode,_id,Neighbourhood
936,CD,2016,Closed,199 RICHMOND ST,M5V,129585,King and Spadina
937,CD,2016,Closed,199 RICHMOND ST,M5V,129585,Railway Lands
938,CD,2016,Closed,199 RICHMOND ST,M5V,129585,South Niagara
939,CD,2016,Closed,434 ADELAIDE ST,M5V,129151,CN Tower
940,CD,2016,Closed,434 ADELAIDE ST,M5V,129151,Bathurst Quay
941,CD,2016,Closed,434 ADELAIDE ST,M5V,129151,Island airport
942,CD,2016,Closed,434 ADELAIDE ST,M5V,129151,Harbourfront West
943,CD,2016,Closed,434 ADELAIDE ST,M5V,129151,King and Spadina
944,CD,2016,Closed,434 ADELAIDE ST,M5V,129151,Railway Lands
945,CD,2016,Closed,434 ADELAIDE ST,M5V,129151,South Niagara
946,CD,2016,Closed,438 ADELAIDE ST,M5V,129156,CN Tower
947,CD,2016,Closed,438 ADELAIDE ST,M5V,129156,Bathurst Quay
948,CD,2016,Closed,438 ADELAIDE ST,M5V,129156,Island airport
949,CD,2016,Closed,438 ADELAIDE ST,M5V,129156,Harbourfront West
950,CD,2016,Closed,438 ADELAIDE ST,M5V,129156,King and Spadina
951,CD,2016,Closed,438 ADELAIDE ST,M5V,129156,Railway Lands
952,CD,2016,Closed,438 ADELAIDE ST,M5V,129156,South Niagara
953,CD,2016,Closed,203 RICHMOND ST,M5V,129354,CN Tower
954,CD,2016,Closed,203 RICHMOND ST,M5V,129354,Bathurst Quay
955,CD,2016,Closed,203 RICHMOND ST,M5V,129354,Island airport
956,CD,2016,Closed,203 RICHMOND ST,M5V,129354,Harbourfront West
957,CD,2016,Closed,203 RICHMOND ST,M5V,129354,King and Spadina
958,CD,2016,Closed,203 RICHMOND ST,M5V,129354,Railway Lands
959,CD,2016,Closed,203 RICHMOND ST,M5V,129354,South Niagara
960,CD,2016,Closed,440 ADELAIDE ST,M5V,156831,CN Tower
961,CD,2016,Closed,440 ADELAIDE ST,M5V,156831,Bathurst Quay
962,CD,2016,Closed,440 ADELAIDE ST,M5V,156831,Island airport
963,CD,2016,Closed,440 ADELAIDE ST,M5V,156831,Harbourfront West
964,CD,2016,Closed,440 ADELAIDE ST,M5V,156831,King and Spadina
965,CD,2016,Closed,440 ADELAIDE ST,M5V,156831,Railway Lands
966,CD,2016,Closed,440 ADELAIDE ST,M5V,156831,South Niagara
967,CD,2016,Closed,426 ADELAIDE ST,M5V,129987,CN Tower
968,CD,2016,Closed,426 ADELAIDE ST,M5V,129987,Bathurst Quay
969,CD,2016,Closed,426 ADELAIDE ST,M5V,129987,Island airport
970,CD,2016,Closed,426 ADELAIDE ST,M5V,129987,Harbourfront West
971,CD,2016,Closed,426 ADELAIDE ST,M5V,129987,King and Spadina
972,CD,2016,Closed,426 ADELAIDE ST,M5V,129987,Railway Lands
973,CD,2016,Closed,426 ADELAIDE ST,M5V,129987,South Niagara
974,CD,2016,Closed,436 ADELAIDE ST,M5V,159117,CN Tower
975,CD,2016,Closed,436 ADELAIDE ST,M5V,159117,Bathurst Quay
976,CD,2016,Closed,436 ADELAIDE ST,M5V,159117,Island airport
977,CD,2016,Closed,436 ADELAIDE ST,M5V,159117,Harbourfront West
978,CD,2016,Closed,436 ADELAIDE ST,M5V,159117,King and Spadina
979,CD,2016,Closed,436 ADELAIDE ST,M5V,159117,Railway Lands
980,CD,2016,Closed,436 ADELAIDE ST,M5V,159117,South Niagara
981,CD,2016,Closed,442 ADELAIDE ST,M5V,159123,CN Tower
982,CD,2016,Closed,442 ADELAIDE ST,M5V,159123,Bathurst Quay
983,CD,2016,Closed,442 ADELAIDE ST,M5V,159123,Island airport
984,CD,2016,Closed,442 ADELAIDE ST,M5V,159123,Harbourfront West
985,CD,2016,Closed,442 ADELAIDE ST,M5V,159123,King and Spadina
986,CD,2016,Closed,442 ADELAIDE ST,M5V,159123,Railway Lands
987,CD,2016,Closed,442 ADELAIDE ST,M5V,159123,South Niagara
988,CD,2016,Closed,199 RICHMOND ST,M5V,167636,CN Tower
989,CD,2016,Closed,199 RICHMOND ST,M5V,167636,Bathurst Quay
990,CD,2016,Closed,199 RICHMOND ST,M5V,167636,Island airport
991,CD,2016,Closed,199 RICHMOND ST,M5V,167636,Harbourfront West
992,CD,2016,Closed,199 RICHMOND ST,M5V,167636,King and Spadina
993,CD,2016,Closed,199 RICHMOND ST,M5V,167636,Railway Lands
994,CD,2016,Closed,199 RICHMOND ST,M5V,167636,South Niagara
995,CD,2017,Draft Plan Approved,610 RICHMOND ST,M5V,128703,CN Tower
996,CD,2017,Draft Plan Approved,610 RICHMOND ST,M5V,128703,Bathurst Quay
997,CD,2017,Draft Plan Approved,610 RICHMOND ST,M5V,128703,Island airport
998,CD,2017,Draft Plan Approved,610 RICHMOND ST,M5V,128703,Harbourfront West
999,CD,2017,Draft Plan Approved,610 RICHMOND ST,M5V,128703,King and Spadina
1000,CD,2017,Draft Plan Approved,610 RICHMOND ST,M5V,128703,Railway Lands
1001,CD,2017,Draft Plan Approved,610 RICHMOND ST,M5V,128703,South Niagara
1002,CD,2017,Draft Plan Approved,612 RICHMOND ST,M5V,128776,CN Tower
1003,CD,2017,Draft Plan Approved,612 RICHMOND ST,M5V,128776,Bathurst Quay
1004,CD,2017,Draft Plan Approved,612 RICHMOND ST,M5V,128776,Island airport
1005,CD,2017,Draft Plan Approved,612 RICHMOND ST,M5V,128776,Harbourfront West
1006,CD,2017,Draft Plan Approved,612 RICHMOND ST,M5V,128776,King and Spadina
1007,CD,2017,Draft Plan Approved,612 RICHMOND ST,M5V,128776,Railway Lands
1008,CD,2017,Draft Plan Approved,612 RICHMOND ST,M5V,128776,South Niagara
1009,CD,2017,Under Review ,90 NIAGARA ST,M5V,128980,CN Tower
1010,CD,2017,Under Review ,90 NIAGARA ST,M5V,128980,Bathurst Quay
1011,CD,2017,Under Review ,90 NIAGARA ST,M5V,128980,Island airport
1012,CD,2017,Under Review ,90 NIAGARA ST,M5V,128980,Harbourfront West
1013,CD,2017,Under Review ,90 NIAGARA ST,M5V,128980,King and Spadina
1014,CD,2017,Under Review ,90 NIAGARA ST,M5V,128980,Railway Lands
1015,CD,2017,Under Review ,90 NIAGARA ST,M5V,128980,South Niagara
1016,CD,2017,Draft Plan Approved,618 RICHMOND ST,M5V,129093,CN Tower
1017,CD,2017,Draft Plan Approved,618 RICHMOND ST,M5V,129093,Bathurst Quay
1018,CD,2017,Draft Plan Approved,618 RICHMOND ST,M5V,129093,Island airport
1019,CD,2017,Draft Plan Approved,618 RICHMOND ST,M5V,129093,Harbourfront West
1020,CD,2017,Draft Plan Approved,618 RICHMOND ST,M5V,129093,King and Spadina
1021,CD,2017,Draft Plan Approved,618 RICHMOND ST,M5V,129093,Railway Lands
1022,CD,2017,Draft Plan Approved,618 RICHMOND ST,M5V,129093,South Niagara
1023,CD,2017,Draft Plan Approved,608 RICHMOND ST,M5V,128700,CN Tower
1024,CD,2017,Draft Plan Approved,608 RICHMOND ST,M5V,128700,Bathurst Quay
1025,CD,2017,Draft Plan Approved,608 RICHMOND ST,M5V,128700,Island airport
1026,CD,2017,Draft Plan Approved,608 RICHMOND ST,M5V,128700,Harbourfront West
1027,CD,2017,Draft Plan Approved,608 RICHMOND ST,M5V,128700,King and Spadina
1028,CD,2017,Draft Plan Approved,608 RICHMOND ST,M5V,128700,Railway Lands
1029,CD,2017,Draft Plan Approved,608 RICHMOND ST,M5V,128700,South Niagara
1030,CD,2017,Draft Plan Approved,604 RICHMOND ST,M5V,128697,CN Tower
1031,CD,2017,Draft Plan Approved,604 RICHMOND ST,M5V,128697,Bathurst Quay
1032,CD,2017,Draft Plan Approved,604 RICHMOND ST,M5V,128697,Island airport
1033,CD,2017,Draft Plan Approved,604 RICHMOND ST,M5V,128697,Harbourfront West
1034,CD,2017,Draft Plan Approved,604 RICHMOND ST,M5V,128697,King and Spadina
1035,CD,2017,Draft Plan Approved,604 RICHMOND ST,M5V,128697,Railway Lands
1036,CD,2017,Draft Plan Approved,604 RICHMOND ST,M5V,128697,South Niagara
1037,CD,2017,Closed,81 PETER ST,M5V,128195,CN Tower
1038,CD,2017,Closed,81 PETER ST,M5V,128195,Bathurst Quay
1039,CD,2017,Closed,81 PETER ST,M5V,128195,Island airport
1040,CD,2017,Closed,81 PETER ST,M5V,128195,Harbourfront West
1041,CD,2017,Closed,81 PETER ST,M5V,128195,King and Spadina
1042,CD,2017,Closed,81 PETER ST,M5V,128195,Railway Lands
1043,CD,2017,Closed,81 PETER ST,M5V,128195,South Niagara
1044,CD,2017,Draft Plan Approved,614 RICHMOND ST,M5V,130362,CN Tower
1045,CD,2017,Draft Plan Approved,614 RICHMOND ST,M5V,130362,Bathurst Quay
1046,CD,2017,Draft Plan Approved,614 RICHMOND ST,M5V,130362,Island airport
1047,CD,2017,Draft Plan Approved,614 RICHMOND ST,M5V,130362,Harbourfront West
1048,CD,2017,Draft Plan Approved,614 RICHMOND ST,M5V,130362,King and Spadina
1049,CD,2017,Draft Plan Approved,614 RICHMOND ST,M5V,130362,Railway Lands
1050,CD,2017,Draft Plan Approved,614 RICHMOND ST,M5V,130362,South Niagara
1051,CD,2018,Draft Plan Approved,11 ADELAIDE PL,M5V,172749,CN Tower
1052,CD,2018,Draft Plan Approved,11 ADELAIDE PL,M5V,172749,Bathurst Quay
1053,CD,2018,Draft Plan Approved,11 ADELAIDE PL,M5V,172749,Island airport
1054,CD,2018,Draft Plan Approved,11 ADELAIDE PL,M5V,172749,Harbourfront West
1055,CD,2018,Draft Plan Approved,11 ADELAIDE PL,M5V,172749,King and Spadina
1056,CD,2018,Draft Plan Approved,11 ADELAIDE PL,M5V,172749,Railway Lands
1057,CD,2018,Draft Plan Approved,11 ADELAIDE PL,M5V,172749,South Niagara
1058,CD,2018,Draft Plan Approved,602 KING ST,M5V,170749,CN Tower
1059,CD,2018,Draft Plan Approved,602 KING ST,M5V,170749,Bathurst Quay
1060,CD,2018,Draft Plan Approved,602 KING ST,M5V,170749,Island airport
1061,CD,2018,Draft Plan Approved,602 KING ST,M5V,170749,Harbourfront West
1062,CD,2018,Draft Plan Approved,602 KING ST,M5V,170749,King and Spadina
1063,CD,2018,Draft Plan Approved,602 KING ST,M5V,170749,Railway Lands
1064,CD,2018,Draft Plan Approved,602 KING ST,M5V,170749,South Niagara
1065,CD,2018,Draft Plan Approved,1 ADELAIDE PL,M5V,129402,CN Tower
1066,CD,2018,Draft Plan Approved,1 ADELAIDE PL,M5V,129402,Bathurst Quay
1067,CD,2018,Draft Plan Approved,1 ADELAIDE PL,M5V,129402,Island airport
1068,CD,2018,Draft Plan Approved,1 ADELAIDE PL,M5V,129402,Harbourfront West
1069,CD,2018,Draft Plan Approved,1 ADELAIDE PL,M5V,129402,King and Spadina
1070,CD,2018,Draft Plan Approved,1 ADELAIDE PL,M5V,129402,Railway Lands
1071,CD,2018,Draft Plan Approved,1 ADELAIDE PL,M5V,129402,South Niagara
1072,CD,2018,Under Review ,27 BATHURST ST,M5V,129664,CN Tower
1073,CD,2018,Under Review ,27 BATHURST ST,M5V,129664,Bathurst Quay
1074,CD,2018,Under Review ,27 BATHURST ST,M5V,129664,Island airport
1075,CD,2018,Under Review ,27 BATHURST ST,M5V,129664,Harbourfront West
1076,CD,2018,Under Review ,27 BATHURST ST,M5V,129664,King and Spadina
1077,CD,2018,Under Review ,27 BATHURST ST,M5V,129664,Railway Lands
1078,CD,2018,Under Review ,27 BATHURST ST,M5V,129664,South Niagara
1079,CD,2018,Under Review ,49 NIAGARA ST,M5V,129906,CN Tower
1080,CD,2018,Under Review ,49 NIAGARA ST,M5V,129906,Bathurst Quay
1081,CD,2018,Under Review ,49 NIAGARA ST,M5V,129906,Island airport
1082,CD,2018,Under Review ,49 NIAGARA ST,M5V,129906,Harbourfront West
1083,CD,2018,Under Review ,49 NIAGARA ST,M5V,129906,King and Spadina
1084,CD,2018,Under Review ,49 NIAGARA ST,M5V,129906,Railway Lands
1085,CD,2018,Under Review ,49 NIAGARA ST,M5V,129906,South Niagara
1086,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129908,CN Tower
1087,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129908,Bathurst Quay
1088,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129908,Island airport
1089,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129908,Harbourfront West
1090,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129908,King and Spadina
1091,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129908,Railway Lands
1092,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129908,South Niagara
1093,CD,2018,Under Review ,25 BATHURST ST,M5V,156301,CN Tower
1094,CD,2018,Under Review ,25 BATHURST ST,M5V,156301,Bathurst Quay
1095,CD,2018,Under Review ,25 BATHURST ST,M5V,156301,Island airport
1096,CD,2018,Under Review ,25 BATHURST ST,M5V,156301,Harbourfront West
1097,CD,2018,Under Review ,25 BATHURST ST,M5V,156301,King and Spadina
1098,CD,2018,Under Review ,25 BATHURST ST,M5V,156301,Railway Lands
1099,CD,2018,Under Review ,25 BATHURST ST,M5V,156301,South Niagara
1100,CD,2018,Under Review ,25 BATHURST ST,M5V,156303,CN Tower
1101,CD,2018,Under Review ,25 BATHURST ST,M5V,156303,Bathurst Quay
1102,CD,2018,Under Review ,25 BATHURST ST,M5V,156303,Island airport
1103,CD,2018,Under Review ,25 BATHURST ST,M5V,156303,Harbourfront West
1104,CD,2018,Under Review ,25 BATHURST ST,M5V,156303,King and Spadina
1105,CD,2018,Under Review ,25 BATHURST ST,M5V,156303,Railway Lands
1106,CD,2018,Under Review ,25 BATHURST ST,M5V,156303,South Niagara
1107,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129909,CN Tower
1108,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129909,Bathurst Quay
1109,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129909,Island airport
1110,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129909,Harbourfront West
1111,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129909,King and Spadina
1112,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129909,Railway Lands
1113,CD,2018,Under Review ,33-45 NIAGARA ST,M5V,129909,South Niagara
1114,CD,2018,Under Review ,578 FRONT ST,M5V,129918,CN Tower
1115,CD,2018,Under Review ,578 FRONT ST,M5V,129918,Bathurst Quay
1116,CD,2018,Under Review ,578 FRONT ST,M5V,129918,Island airport
1117,CD,2018,Under Review ,578 FRONT ST,M5V,129918,Harbourfront West
1118,CD,2018,Under Review ,578 FRONT ST,M5V,129918,King and Spadina
1119,CD,2018,Under Review ,578 FRONT ST,M5V,129918,Railway Lands
1120,CD,2018,Under Review ,578 FRONT ST,M5V,129918,South Niagara
1121,CD,2018,Draft Plan Approved,622 A KING ST,M5V,128968,CN Tower
1122,CD,2018,Draft Plan Approved,622 A KING ST,M5V,128968,Bathurst Quay
1123,CD,2018,Draft Plan Approved,622 A KING ST,M5V,128968,Island airport
1124,CD,2018,Draft Plan Approved,622 A KING ST,M5V,128968,Harbourfront West
1125,CD,2018,Draft Plan Approved,622 A KING ST,M5V,128968,King and Spadina
1126,CD,2018,Draft Plan Approved,622 A KING ST,M5V,128968,Railway Lands
1127,CD,2018,Draft Plan Approved,622 A KING ST,M5V,128968,South Niagara
1128,CD,2018,Under Review ,578 FRONT ST,M5V,129920,CN Tower
1129,CD,2018,Under Review ,578 FRONT ST,M5V,129920,Bathurst Quay
1130,CD,2018,Under Review ,578 FRONT ST,M5V,129920,Island airport
1131,CD,2018,Under Review ,578 FRONT ST,M5V,129920,Harbourfront West
1132,CD,2018,Under Review ,578 FRONT ST,M5V,129920,King and Spadina
1133,CD,2018,Under Review ,578 FRONT ST,M5V,129920,Railway Lands
1134,CD,2018,Under Review ,578 FRONT ST,M5V,129920,South Niagara
1135,CD,2018,Draft Plan Approved,503 ADELAIDE ST,M5V,159290,CN Tower
1136,CD,2018,Draft Plan Approved,503 ADELAIDE ST,M5V,159290,Bathurst Quay
1137,CD,2018,Draft Plan Approved,503 ADELAIDE ST,M5V,159290,Island airport
1138,CD,2018,Draft Plan Approved,503 ADELAIDE ST,M5V,159290,Harbourfront West
1139,CD,2018,Draft Plan Approved,503 ADELAIDE ST,M5V,159290,King and Spadina
1140,CD,2018,Draft Plan Approved,503 ADELAIDE ST,M5V,159290,Railway Lands
1141,CD,2018,Draft Plan Approved,503 ADELAIDE ST,M5V,159290,South Niagara
1142,CD,2018,Under Review ,49 NIAGARA ST,M5V,129730,CN Tower
1143,CD,2018,Under Review ,49 NIAGARA ST,M5V,129730,Bathurst Quay
1144,CD,2018,Under Review ,49 NIAGARA ST,M5V,129730,Island airport
1145,CD,2018,Under Review ,49 NIAGARA ST,M5V,129730,Harbourfront West
1146,CD,2018,Under Review ,49 NIAGARA ST,M5V,129730,King and Spadina
1147,CD,2018,Under Review ,49 NIAGARA ST,M5V,129730,Railway Lands
1148,CD,2018,Under Review ,49 NIAGARA ST,M5V,129730,South Niagara
1149,CD,2018,Draft Plan Approved,505 ADELAIDE ST,M5V,129408,CN Tower
1150,CD,2018,Draft Plan Approved,505 ADELAIDE ST,M5V,129408,Bathurst Quay
1151,CD,2018,Draft Plan Approved,505 ADELAIDE ST,M5V,129408,Island airport
1152,CD,2018,Draft Plan Approved,505 ADELAIDE ST,M5V,129408,Harbourfront West
1153,CD,2018,Draft Plan Approved,505 ADELAIDE ST,M5V,129408,King and Spadina
1154,CD,2018,Draft Plan Approved,505 ADELAIDE ST,M5V,129408,Railway Lands
1155,CD,2018,Draft Plan Approved,505 ADELAIDE ST,M5V,129408,South Niagara
1156,CD,2018,Draft Plan Approved,501 ADELAIDE ST,M5V,129412,CN Tower
1157,CD,2018,Draft Plan Approved,501 ADELAIDE ST,M5V,129412,Bathurst Quay
1158,CD,2018,Draft Plan Approved,501 ADELAIDE ST,M5V,129412,Island airport
1159,CD,2018,Draft Plan Approved,501 ADELAIDE ST,M5V,129412,Harbourfront West
1160,CD,2018,Draft Plan Approved,501 ADELAIDE ST,M5V,129412,King and Spadina
1161,CD,2018,Draft Plan Approved,501 ADELAIDE ST,M5V,129412,Railway Lands
1162,CD,2018,Draft Plan Approved,501 ADELAIDE ST,M5V,129412,South Niagara
1163,CD,2018,Under Review ,580 FRONT ST,M5V,128618,CN Tower
1164,CD,2018,Under Review ,580 FRONT ST,M5V,128618,Bathurst Quay
1165,CD,2018,Under Review ,580 FRONT ST,M5V,128618,Island airport
1166,CD,2018,Under Review ,580 FRONT ST,M5V,128618,Harbourfront West
1167,CD,2018,Under Review ,580 FRONT ST,M5V,128618,King and Spadina
1168,CD,2018,Under Review ,580 FRONT ST,M5V,128618,Railway Lands
1169,CD,2018,Under Review ,580 FRONT ST,M5V,128618,South Niagara
1170,CD,2018,Under Review ,580 FRONT ST,M5V,128616,CN Tower
1171,CD,2018,Under Review ,580 FRONT ST,M5V,128616,Bathurst Quay
1172,CD,2018,Under Review ,580 FRONT ST,M5V,128616,Island airport
1173,CD,2018,Under Review ,580 FRONT ST,M5V,128616,Harbourfront West
1174,CD,2018,Under Review ,580 FRONT ST,M5V,128616,King and Spadina
1175,CD,2018,Under Review ,580 FRONT ST,M5V,128616,Railway Lands
1176,CD,2018,Under Review ,580 FRONT ST,M5V,128616,South Niagara
1177,CD,2018,Under Review ,27 BATHURST ST,M5V,129666,CN Tower
1178,CD,2018,Under Review ,27 BATHURST ST,M5V,129666,Bathurst Quay
1179,CD,2018,Under Review ,27 BATHURST ST,M5V,129666,Island airport
1180,CD,2018,Under Review ,27 BATHURST ST,M5V,129666,Harbourfront West
1181,CD,2018,Under Review ,27 BATHURST ST,M5V,129666,King and Spadina
1182,CD,2018,Under Review ,27 BATHURST ST,M5V,129666,Railway Lands
1183,CD,2018,Under Review ,27 BATHURST ST,M5V,129666,South Niagara
1184,CD,2019,Draft Plan Approved,355 KING ST,M5V,128073,CN Tower
1185,CD,2019,Draft Plan Approved,355 KING ST,M5V,128073,Bathurst Quay
1186,CD,2019,Draft Plan Approved,355 KING ST,M5V,128073,Island airport
1187,CD,2019,Draft Plan Approved,355 KING ST,M5V,128073,Harbourfront West
1188,CD,2019,Draft Plan Approved,355 KING ST,M5V,128073,King and Spadina
1189,CD,2019,Draft Plan Approved,355 KING ST,M5V,128073,Railway Lands
1190,CD,2019,Draft Plan Approved,355 KING ST,M5V,128073,South Niagara
1191,CD,2011,Closed,38 TIDESWELL BLVD,M1B,123714,Rouge
1192,CD,2011,Closed,38 TIDESWELL BLVD,M1B,123714,Malvern
1193,CD,2011,Closed,38 TIDESWELL BLVD,M1B,155171,Rouge
1194,CD,2011,Closed,38 TIDESWELL BLVD,M1B,155171,Malvern
1195,CD,2017,Draft Plan Approved,1355 NEILSON RD,M1B,164449,Rouge
1196,CD,2017,Draft Plan Approved,1355 NEILSON RD,M1B,164449,Malvern
1197,CD,2018,Under Review ,8833 SHEPPARD AVE,M1B,170308,Rouge
1198,CD,2018,Under Review ,8833 SHEPPARD AVE,M1B,170308,Malvern
1199,CD,2018,Under Review ,8817-8825 SHEPPARD AVE,M1B,122797,Rouge
1200,CD,2018,Under Review ,8817-8825 SHEPPARD AVE,M1B,122797,Malvern
1201,CD,2011,Closed,390 CHERRY ST,M5A,156394,Harbourfront
1202,CD,2011,Closed,390 CHERRY ST,M5A,156394,Regent Park
1203,CD,2013,Draft Plan Approved,284 SHERBOURNE ST,M5A,129712,Harbourfront
1204,CD,2013,Draft Plan Approved,284 SHERBOURNE ST,M5A,129712,Regent Park
1205,CD,2013,Closed,390 CHERRY ST,M5A,156395,Harbourfront
1206,CD,2013,Closed,390 CHERRY ST,M5A,156395,Regent Park
1207,CD,2014,Closed,105 GEORGE ST,M5A,116861,Harbourfront
1208,CD,2014,Closed,105 GEORGE ST,M5A,116861,Regent Park
1209,CD,2014,Application Received,105 GEORGE ST,M5A,116860,Harbourfront
1210,CD,2014,Application Received,105 GEORGE ST,M5A,116860,Regent Park
1211,CD,2014,Application Received,105 GEORGE ST,M5A,116859,Harbourfront
1212,CD,2014,Application Received,105 GEORGE ST,M5A,116859,Regent Park
1213,CD,2015,Closed,364 DUNDAS ST,M5A,173736,Harbourfront
1214,CD,2015,Closed,364 DUNDAS ST,M5A,173736,Regent Park
1215,CD,2015,Closed,455 FRONT ST,M5A,156484,Harbourfront
1216,CD,2015,Closed,455 FRONT ST,M5A,156484,Regent Park
1217,CD,2015,Closed,251 KING ST,M5A,131731,Harbourfront
1218,CD,2015,Closed,251 KING ST,M5A,131731,Regent Park
1219,CD,2015,Closed,358 DUNDAS ST,M5A,130861,Harbourfront
1220,CD,2015,Closed,358 DUNDAS ST,M5A,130861,Regent Park
1221,CD,2015,Closed,360 DUNDAS ST,M5A,130860,Harbourfront
1222,CD,2015,Closed,360 DUNDAS ST,M5A,130860,Regent Park
1223,CD,2015,Closed,366 DUNDAS ST,M5A,130858,Harbourfront
1224,CD,2015,Closed,366 DUNDAS ST,M5A,130858,Regent Park
1225,CD,2015,Closed,368 DUNDAS ST,M5A,130857,Harbourfront
1226,CD,2015,Closed,368 DUNDAS ST,M5A,130857,Regent Park
1227,CD,2015,Closed,362 DUNDAS ST,M5A,130859,Harbourfront
1228,CD,2015,Closed,362 DUNDAS ST,M5A,130859,Regent Park
1229,CD,2016,Closed,102 SHUTER ST,M5A,129807,Harbourfront
1230,CD,2016,Closed,102 SHUTER ST,M5A,129807,Regent Park
1231,CD,2016,Closed,108 SHUTER ST,M5A,129803,Harbourfront
1232,CD,2016,Closed,108 SHUTER ST,M5A,129803,Regent Park
1233,CD,2016,Closed,210 EASTERN AVE,M5A,172629,Harbourfront
1234,CD,2016,Closed,210 EASTERN AVE,M5A,172629,Regent Park
1235,CD,2017,Closed,132 QUEENS QUAY  ,M5A,171050,Harbourfront
1236,CD,2017,Closed,132 QUEENS QUAY  ,M5A,171050,Regent Park
1237,CD,2017,Closed,191 DUNDAS ST,M5A,129630,Harbourfront
1238,CD,2017,Closed,191 DUNDAS ST,M5A,129630,Regent Park
1239,CD,2017,Draft Plan Approved,387 SHUTER ST,M5A,131298,Harbourfront
1240,CD,2017,Draft Plan Approved,387 SHUTER ST,M5A,131298,Regent Park
1241,CD,2017,Draft Plan Approved,385 SHUTER ST,M5A,130491,Harbourfront
1242,CD,2017,Draft Plan Approved,385 SHUTER ST,M5A,130491,Regent Park
1243,CD,2017,Draft Plan Approved,383 SHUTER ST,M5A,130488,Harbourfront
1244,CD,2017,Draft Plan Approved,383 SHUTER ST,M5A,130488,Regent Park
1245,CD,2017,Draft Plan Approved,381 SHUTER ST,M5A,130486,Harbourfront
1246,CD,2017,Draft Plan Approved,381 SHUTER ST,M5A,130486,Regent Park
1247,CD,2017,Closed,261 QUEENS QUAY  ,M5A,130959,Harbourfront
1248,CD,2017,Closed,261 QUEENS QUAY  ,M5A,130959,Regent Park
1249,CD,2017,Draft Plan Approved,261 QUEENS QUAY  ,M5A,130961,Harbourfront
1250,CD,2017,Draft Plan Approved,261 QUEENS QUAY  ,M5A,130961,Regent Park
1251,CD,2017,Closed,175 DUNDAS ST,M5A,129627,Harbourfront
1252,CD,2017,Closed,175 DUNDAS ST,M5A,129627,Regent Park
1253,CD,2017,Draft Plan Approved,379 SHUTER ST,M5A,130787,Harbourfront
1254,CD,2017,Draft Plan Approved,379 SHUTER ST,M5A,130787,Regent Park
1255,CD,2017,Closed,130 QUEENS QUAY  ,M5A,129468,Harbourfront
1256,CD,2017,Closed,130 QUEENS QUAY  ,M5A,129468,Regent Park
1257,CD,2018,Draft Plan Approved,118 PARLIAMENT ST,M5A,170369,Harbourfront
1258,CD,2018,Draft Plan Approved,118 PARLIAMENT ST,M5A,170369,Regent Park
1259,CD,2018,Draft Plan Approved,122 PARLIAMENT ST,M5A,174059,Harbourfront
1260,CD,2018,Draft Plan Approved,122 PARLIAMENT ST,M5A,174059,Regent Park
1261,CD,2018,Draft Plan Approved,124 PARLIAMENT ST,M5A,133131,Harbourfront
1262,CD,2018,Draft Plan Approved,124 PARLIAMENT ST,M5A,133131,Regent Park
1263,CD,2018,Draft Plan Approved,93 BERKELEY ST,M5A,133037,Harbourfront
1264,CD,2018,Draft Plan Approved,93 BERKELEY ST,M5A,133037,Regent Park
1265,CD,2018,Draft Plan Approved,424 ADELAIDE ST,M5A,132730,Harbourfront
1266,CD,2018,Draft Plan Approved,424 ADELAIDE ST,M5A,132730,Regent Park
1267,CD,2018,Draft Plan Approved,424 ADELAIDE ST,M5A,132729,Harbourfront
1268,CD,2018,Draft Plan Approved,424 ADELAIDE ST,M5A,132729,Regent Park
1269,CD,2018,Draft Plan Approved,120 PARLIAMENT ST,M5A,131736,Harbourfront
1270,CD,2018,Draft Plan Approved,120 PARLIAMENT ST,M5A,131736,Regent Park
1271,CD,2018,Draft Plan Approved,116 PARLIAMENT ST,M5A,131742,Harbourfront
1272,CD,2018,Draft Plan Approved,116 PARLIAMENT ST,M5A,131742,Regent Park
1273,CD,2018,Draft Plan Approved,114 PARLIAMENT ST,M5A,131819,Harbourfront
1274,CD,2018,Draft Plan Approved,114 PARLIAMENT ST,M5A,131819,Regent Park
1275,CD,2018,Draft Plan Approved,112 PARLIAMENT ST,M5A,132024,Harbourfront
1276,CD,2018,Draft Plan Approved,112 PARLIAMENT ST,M5A,132024,Regent Park
1277,CD,2018,Draft Plan Approved,95 BERKELEY ST,M5A,164712,Harbourfront
1278,CD,2018,Draft Plan Approved,95 BERKELEY ST,M5A,164712,Regent Park
1279,CD,2019,Under Review ,26 RICHARDSON ST,M5A,164070,Harbourfront
1280,CD,2019,Under Review ,26 RICHARDSON ST,M5A,164070,Regent Park
